Teu,Delivery_Date,Deadweight,Shipbuilder,Group_Beneficial_Owner,Operator,LR_IMO_Ship_No,Speed,Newbuild_Price_USD,Ship_Name,Beam,Delivery Year,Size Group,age
2113,1997-04-23,28366,Daewoo Heavy Industries Ltd,MERATUS LINE PT,MERATUS LINE PT,9128087,20,31000000,Meratus Java,27.39999962,1997,1800 - 2399 TEU,19.04722793
1119,1997-04-25,19532,China Shipbuilding - Kaohsiung,ARKAS HOLDING AS,ARKAS KONTEYNER TASIMACILIK AS,9126766,18,,Corelli,27.33799934,1997,900 - 1199 TEU,19.04175222
2072,1997-04-25,30600,Gdynia Stocznia SA,MSC SHIPMANAGEMENT LTD,MSC MEDITERRANEAN SHIPPING CO,9127540,21,35000000,MSC Himanshi,30.20000076,1997,1800 - 2399 TEU,19.04175222
650,1997-04-28,7968,Hakata,KOTOKU KAIUN CO LTD,KOTOKU KAIUN CO LTD,9161821,14.5,,Proteus,19.79999924,1997,0 - 899 TEU,19.03353867
889,1997-04-28,10901,Miho Shimizu,REGIONAL CONTAINER LINES,RCL SHIPMANAGEMENT PTE LTD,9143465,16.60000038,21500000,Lila Bhum,22.34000015,1997,0 - 899 TEU,19.03353867
942,1997-04-30,12950,Sietas Kg,MAGELLAN CHARTERING SERVICES,STEFAN PATJENS REEDEREI GMBH,9144720,18,,Barbara P,24.14999962,1997,900 - 1199 TEU,19.02806297
614,1997-05-01,10002,Qiuxin Shipyard - CHR,FLYING LEAF SHIPPING LTD,SHANGHAI HAI HUA SHIPPING,9132521,15,,Blue Star,20.84000015,1997,0 - 899 TEU,19.02532512
1050,1997-05-01,13109,Yvc Ysselwerf,JR SHIPPING BV,ESF EUROSERVICES BV,9136230,19,,Evidence,23.79999924,1997,900 - 1199 TEU,19.02532512
6418,1997-05-01,90456,Odense Staalskibs - Lindo,COSTAMARE SHIPPING CO SA,MAERSK LINE A/S,9107887,25,87500000,Maersk Kawasaki,42.91799927,1997,5400+ TEU,19.02532512
5364,1997-05-07,63388,Mitsubishi Kobe,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9116618,25,80000000,Ever Union,40,1997,4000 - 5399 TEU,19.00889802
1613,1997-05-08,24376,Shin Kurushima Onishi,MAOMING HUAXIANG SHPG CO LTD,SHISHI YONGYI SHIPPING CO LTD,9137557,20,,Shi Shang 18,28,1997,1600 - 1799 TEU,19.00616016
215,1997-05-09,4505,Dae Sun Shipbuilding & Eng,HANJIN TRANSPORTATION CO LTD,HANJIN TRANSPORTATION CO LTD,9153123,13.5,7500000,Han Se,15.65999985,1997,0 - 899 TEU,19.00342231
523,1997-05-12,5273,Elbewerft Boizenburg,,ABANOZ SHIPPING CO LTD,9121857,16,,Abanoz,18.20000076,1997,0 - 899 TEU,18.99520876
1157,1997-05-14,17250,Shin Kochi,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9146077,18,,Oriental Emerald,25,1997,900 - 1199 TEU,18.98973306
1129,1997-05-15,18445,Gdynia Stocznia SA,ALPHA SHIP GMBH,ALPHA SHIPMANAGEMENT GMBH & CO,9127526,18.5,23000000,As Castor,24.20000076,1997,900 - 1199 TEU,18.98699521
1608,1997-05-15,22264,MTW Schiffswerft GmbH,PEACE OCEAN SHIPPING SA,ZHOUSHAN HEFENG SHIPPING CO,9138252,21,45000000,Xiumei Tianjin,26.70000076,1997,1600 - 1799 TEU,18.98699521
1684,1997-05-16,22352,Szczecinska Stocznia SA,SCHULTE GROUP,CMA CGM SA THE FRENCH LINE,9130171,19.20000076,,Henriette Schulte,25.29999924,1997,1600 - 1799 TEU,18.98425736
2113,1997-05-16,28352,Daewoo Heavy Industries Ltd,MERATUS LINE PT,MERATUS LINE PT,9128099,20,31000000,Meratus Jayapura,27.39999962,1997,1800 - 2399 TEU,18.98425736
700,1997-05-24,7223,Sietas Kg,KNUPPEL SCHIFFAHRTS-GMBH & CO,METZ CONTAINER LINES SAL,9151101,16.5,,K-Stream,18.45000076,1997,0 - 899 TEU,18.96235455
1088,1997-05-27,17626,Kanasashi - Toyohashi,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9151319,17.60000038,,Kota Harmuni,25,1997,900 - 1199 TEU,18.954141
2810,1997-05-30,34954,Bremer Vulkan Werft,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9124512,22.60000038,70000000,Hansa Century,32.25,1997,2700 - 2899 TEU,18.94592745
1008,1997-06-01,15639,Iwagi Zosen Co Ltd,VAN YU TRADING CO LTD,NORTHSTAR SHIP MANAGEMENT LTD,9159086,17.29999924,,Maenam 1,25,1997,900 - 1199 TEU,18.94045175
3400,1997-06-01,44911,Samsung Heavy Inds - Geoje,COSCO,COSCON,9139000,21,46285000,Buyihe,32.27999878,1997,2900 - 3999 TEU,18.94045175
4918,1997-06-01,62693,Mitsubishi Nagasaki,NEPTUNE ORIENT LINES LTD,APL LTD,9144756,24.5,85000000,APL Iolite,40.09999847,1997,4000 - 5399 TEU,18.94045175
1730,1997-06-06,22994,Szczecinska Stocznia SA,ERNST KOMROWSKI REEDEREI KG,MSC MEDITERRANEAN SHIPPING CO,9123221,19,,Alexandra N,25.29999924,1997,1600 - 1799 TEU,18.92676249
170,1997-06-08,1868,Taicang Changjiang Shipyard,ALKAN ABADI,ALKAN ABADI,9169407,,,Pasadena,13.19999981,1997,0 - 899 TEU,18.92128679
653,1997-06-10,10323,Hanjin HI Co Ltd - Busan,GLOBAL SKIPSHOLDING 2 AS,HEUNG-A SHIPPING CO LTD,9146285,17.10000038,,Heung-A Manila,20.5,1997,0 - 899 TEU,18.91581109
4545,1997-06-13,63533,Hyundai Heavy Inds - Ulsan,LAEISZ F SCHIFFAHRTS MBH & CO,LAEISZ REEDEREI,9139490,23.70000076,64800000,Mundra,32.20000076,1997,4000 - 5399 TEU,18.90759754
2113,1997-06-16,28370,Daewoo Heavy Industries Ltd,GOLDENPORT SHIPMANAGEMENT LTD,MSC MEDITERRANEAN SHIPPING CO,9134490,20,31000000,Thira,27.39999962,1997,1800 - 2399 TEU,18.89938398
404,1997-06-17,6835,Dae Sun Shipbuilding & Eng,,VSICO SHIPPING JSC,9131010,14,,Prudent,19,1997,0 - 899 TEU,18.89664613
3424,1997-06-26,42954,Samsung Heavy Inds - Geoje,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9139505,23,,MSC Rebecca,32.20000076,1997,2900 - 3999 TEU,18.87200548
1900,1997-06-27,26260,MTW Schiffswerft GmbH,CSL SHIP MANAGEMENT PTE LTD,CONTINENTAL SHIPPING LINE PTE,9138240,19,45000000,Atlantic Star,27.5,1997,1800 - 2399 TEU,18.86926762
1730,1997-06-29,23062,Szczecinska Stocznia SA,ORIENT EXPRESS LINES SINGAPORE,ORIENT EXPRESS LINES INC,9134660,19.60000038,,OEL Lanka,25.29999924,1997,1600 - 1799 TEU,18.86379192
603,1997-06-30,6850,Torgem,ROHDEN BEREEDERUNG GMBH,CROWLEY LINER SERVICES INC,9137844,17.5,,Delphinus,19,1997,0 - 899 TEU,18.86105407
1119,1997-06-30,19353,China Shipbuilding - Kaohsiung,ARKAS HOLDING AS,ARKAS KONTEYNER TASIMACILIK AS,9127459,18,25000000,Allegri,27.33799934,1997,900 - 1199 TEU,18.86105407
4082,1997-06-30,59840,IHI - Kure,MOLLER AP,MAERSK LINE A/S,9143013,24,,Sea Land Eagle,32.20000076,1997,4000 - 5399 TEU,18.86105407
1684,1997-07-01,22330,Szczecinska Stocznia SA,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9130169,19,,Kota Jelita,25.29999924,1997,1600 - 1799 TEU,18.85831622
3400,1997-07-01,44911,Samsung Heavy Inds - Geoje,COSCO,COSCON,9139012,21,46285000,Hanihe,32.27999878,1997,2900 - 3999 TEU,18.85831622
3429,1997-07-01,46350,HDW AG - Kiel - GEU,ZIM INTEGRATED SHIPPING,SHANGHAI ZHONGGU XINLIANG SHPG,9139907,21.70000076,60000000,Zim U.S.A,32.29000092,1997,2900 - 3999 TEU,18.85831622
5618,1997-07-01,69285,Kawasaki HI - Sakaide - earl,COSCO,COSCON,9120774,24.5,83000000,Wanhe,39.90000153,1997,5400+ TEU,18.85831622
1145,1997-07-03,12123,Sedef Tuzla,KALKAVAN GROUP,KALKAVAN SHIPMANAGEMENT & CO,9126924,19.5,23000000,Eclips,22.70000076,1997,900 - 1199 TEU,18.85284052
1560,1997-07-14,24346,Imabari Shbldg - Marugame,VICTORIA OCEANWAY LTD,WAN HAI LINES LTD,9159842,19,30000000,Princess Of Luck,27.60000038,1997,1200 - 1599 TEU,18.82272416
1613,1997-07-17,24382,Shin Kurushima Onishi,SIMATECH SHIPPING & FORWARDING,SIMA MARINE INDIA PVT LTD,9137569,20,,Rosa,28,1997,1600 - 1799 TEU,18.81451061
3961,1997-07-18,49238,Daewoo Heavy Industries Ltd,GEBAB KONZEPTIONS-UND,MSC MEDITERRANEAN SHIPPING CO,9150183,22,,Buxtaurus,32.20000076,1997,2900 - 3999 TEU,18.81177276
2061,1997-07-22,29700,Flender,MPC GROUP,CMA CGM SA THE FRENCH LINE,9141780,19,,Santa Giannina,29.79999924,1997,1800 - 2399 TEU,18.80082136
2181,1997-07-25,24766,Hyundai Heavy Inds - Ulsan,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9149823,21.5,35000000,Hyundai Vladivostok,30.20000076,1997,1800 - 2399 TEU,18.7926078
4211,1997-07-25,55604,Mitsubishi Kobe,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9134232,25,,Ever Dainty,32.22000122,1997,4000 - 5399 TEU,18.7926078
1008,1997-07-28,15670,Iwagi Zosen Co Ltd,PANN PERSERO PT,CARAKA TIRTA PERKASA PT,9159098,17.29999924,,Ctp Golden,25,1997,900 - 1199 TEU,18.78439425
1157,1997-07-31,17250,Shin Kochi,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9146089,18,,Oriental Silver,25,1997,900 - 1199 TEU,18.7761807
1295,1997-07-31,18580,China Shipbuilding - Keelung,CMA CGM HOLDING & CO SAS,CNC LINE-CHINESE TAIPEI,9138147,18.20000076,30000000,Kuo Wei,27.29999924,1997,1200 - 1599 TEU,18.7761807
2072,1997-07-31,30291,Gdynia Stocznia SA,RENDSBURG SCHIFFAHRTSKONTOR,MSC MEDITERRANEAN SHIPPING CO,9137674,21,35000000,Westerburg,30.31999969,1997,1800 - 2399 TEU,18.7761807
4545,1997-08-01,62196,Hyundai Heavy Inds - Ulsan,LAEISZ F SCHIFFAHRTS MBH & CO,HANJIN SHIPPING CO LTD,9141273,23.70000076,64800000,Peking,32.20000076,1997,4000 - 5399 TEU,18.77344285
560,1997-08-09,8937,Watanabe Zosen KK - Imabari,VINALINES,VOSCO,9168520,15.80000019,,Fortune Freighter,18.5,1997,0 - 899 TEU,18.75154004
1164,1997-08-11,15477,China Shipbuilding - Kaohsiung,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9143336,18.70000076,25000000,Uni-Ample,27.10000038,1997,900 - 1199 TEU,18.74606434
1560,1997-08-11,24328,Imabari Shbldg - Marugame,HOFUTURE SHIPPING CO LTD,HOFUTURE SHIPPING CO LTD,9159854,19,30000000,Crillon,27.60000038,1997,1200 - 1599 TEU,18.74606434
1728,1997-08-14,23064,Szczecinska Stocznia SA,REGAL AGENCIES CORP,REGAL AGENCIES CORP,9134672,19,,Ursula,25.29999924,1997,1600 - 1799 TEU,18.73785079
2810,1997-08-14,34954,Bremer Vulkan Werft,HANSA TREUHAND GMBH & CO KG,HANSA SHIPPING GMBH & CO KG,9124524,22.60000038,70000000,Hansa Constitution,32.25,1997,2700 - 2899 TEU,18.73785079
2908,1997-08-14,34907,Hyundai Heavy Inds - Ulsan,TECHNOMAR SHIPPING INC,MSC MEDITERRANEAN SHIPPING CO,9148025,21.5,,MSC Anahita,32.25,1997,2900 - 3999 TEU,18.73785079
2113,1997-08-18,28293,Daewoo Heavy Industries Ltd,,WAN DA SHIPPING FUJIAN,9134505,20,31000000,Crusader,27.39999962,1997,1800 - 2399 TEU,18.72689938
1675,1997-08-21,24548,Kanasashi - Toyohashi,SINOTRANS,MAOMING HUAXIANG SHPG CO LTD,9159153,20,,Hua Xiang 936,28,1997,1600 - 1799 TEU,18.71868583
1162,1997-08-22,14099,Szczecinska Stocznia SA,MTT & PRIORITY GROUP,MTT SHIPPING SDN BHD,9126869,17,21000000,Mtt Tawau,22.29999924,1997,900 - 1199 TEU,18.71594798
2113,1997-08-25,28370,Daewoo Heavy Industries Ltd,TRIBINI,FUJIAN ZHONGHANG SHPG CO LTD,9144316,20,32000000,Flex Box,27.39999962,1997,1800 - 2399 TEU,18.70773443
446,1997-08-26,7262,Dae Sun Shipbuilding & Eng,CK LINE CO LTD,CK LINE CO LTD,9158862,14.89999962,,Sky Love,19,1997,0 - 899 TEU,18.70499658
836,1997-08-27,12368,Kyokuyo Shipyard Corp,GEMADEPT CORP,GEMADEPT CORP,9154828,17,18000000,Pacific Grace,22.45400047,1997,0 - 899 TEU,18.70225873
1177,1997-08-28,17705,Imabari Shbldg - Imabari,ASIATIC LLOYD SHIPPING PTE LTD,NYK LINE,9153068,18,,Satsuki,26,1997,900 - 1199 TEU,18.69952088
723,1997-08-29,7480,Yardimci,YARDIMCI SHIPPING GROUP,YARDIMCI SHIPPING GROUP,9127887,16.89999962,,Nimet,20.53000069,1997,0 - 899 TEU,18.69678303
1164,1997-08-29,15477,China Shipbuilding - Kaohsiung,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9143348,18.70000076,25000000,Uni-Ahead,27.10000038,1997,900 - 1199 TEU,18.69678303
2808,1997-08-29,40100,Hyundai Heavy Inds - Ulsan,SINOTRANS,SINOTRANS SUNNYEXPRESS CO LTD,9155092,22,,Zhong Wai Yun Xin Gang,32.25,1997,2700 - 2899 TEU,18.69678303
4082,1997-08-29,59840,IHI - Kure,MOLLER AP,MAERSK LINE A/S,9143025,24,,Sea-Land Intrepid,32.20000076,1997,4000 - 5399 TEU,18.69678303
519,1997-09-01,5111,Jinling Shipyard,BERNUTH AGENCIES INC,HONEY CORNER MALDIVES PVT LTD,9160504,15.5,,Caribbean Jade,18.5,1997,0 - 899 TEU,18.68856947
1730,1997-09-01,23051,Szczecinska Stocznia SA,UNITEAM MARINE LTD,MSC MEDITERRANEAN SHIPPING CO,9134634,19,,City Of Hanoi,25.29999924,1997,1600 - 1799 TEU,18.68856947
2113,1997-09-01,28351,Daewoo Heavy Industries Ltd,MANDARIN CAPITAL GROUP LTD,WAN DA SHIPPING FUJIAN,9144328,20,32000000,Centaur,27.39999962,1997,1800 - 2399 TEU,18.68856947
2959,1997-09-01,34809,Hyundai Heavy Inds - Ulsan,HAMMONIA REEDEREI GMBH,HANSA MARE REEDEREI GMBH,9143518,21,,Hammonia Ionium,32.25,1997,2900 - 3999 TEU,18.68856947
3400,1997-09-01,44911,Samsung Heavy Inds - Geoje,COSCO,COSCON,9139036,21,46285000,Jingpohe,32.27999878,1997,2900 - 3999 TEU,18.68856947
5618,1997-09-01,69285,Kawasaki HI - Sakaide - earl,COSCO,COSCON,9120786,24.5,83000000,Jinhe,39.90000153,1997,5400+ TEU,18.68856947
9578,1997-09-01,110381,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,9120841,24.60000038,,Sovereign Maersk,42.91799927,1997,5400+ TEU,18.68856947
550,1997-09-02,8515,Murakami Hide,PDZ HOLDINGS BHD,PDZ SDN BHD,9159270,15,,Pdz Maju,18.20000076,1997,0 - 899 TEU,18.68583162
1617,1997-09-03,25039,Gdynia Stocznia SA,GHF GMBH,ALPHA SHIPMANAGEMENT GMBH & CO,9127784,21,32000000,Nadir,28.20000076,1997,1600 - 1799 TEU,18.68309377
171,1997-09-08,3702,Shandong Weihai Shipyard,MENTARI SEJATIPERKASA PT,MENTARI SEJATIPERKASA PT,9171632,12,,Mentari Sejahtera,15,1997,0 - 899 TEU,18.66940452
1613,1997-09-08,24383,Shin Kurushima Onishi,SIMATECH SHIPPING PTE LTD,SIMA MARINE INDIA PVT LTD,9137571,20,,Romina,28,1997,1600 - 1799 TEU,18.66940452
5020,1997-09-08,63693,Samsung Heavy Inds - Geoje,NEPTUNE ORIENT LINES LTD,APL LTD,9139713,24.5,80000000,APL Agate,40,1997,4000 - 5399 TEU,18.66940452
1510,1997-09-09,24166,Shin Kurushima Onishi,CINDA FINANCIAL LEASING CO LTD,QUANZHOU ANSHENG SHPG CO LTD,9143104,19.39999962,30000000,Ren Jian 6,28,1997,1200 - 1599 TEU,18.66666667
2181,1997-09-09,24777,Hyundai Heavy Inds - Ulsan,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9149835,21.5,,Hyundai Stride,30.20000076,1997,1800 - 2399 TEU,18.66666667
1498,1997-09-12,21800,Mitsubishi Shimonoseki,REGIONAL CONTAINER LINES,MAERSK LINE A/S,9133331,18,29700000,Kama Bhum,25.03499985,1997,1200 - 1599 TEU,18.65845311
1608,1997-09-12,22264,MTW Schiffswerft GmbH,SINOKOR MERCHANT MARINE CO LTD,SINOKOR MERCHANT MARINE CO LTD,9138264,20.10000038,,Xiumei Shanghai,26.70000076,1997,1600 - 1799 TEU,18.65845311
523,1997-09-15,5105,Elbewerft Boizenburg,NORTHERN RIVER SHIPPING LINES,STAR FEEDERS LLC,9121871,16,,Dubai Enterpise,18.22999954,1997,0 - 899 TEU,18.65023956
1730,1997-09-19,22900,Szczecinska Stocznia SA,HS SCHIFFAHRTS GMBH & CO KG,HS SCHIFFAHRTS GMBH & CO KG,9134622,19,,Rita Schepers,25.29999924,1997,1600 - 1799 TEU,18.63928816
2468,1997-09-23,34015,Kvaerner Warnow Werft GmbH,PETER DOEHLE SCHIFFAHRTS-KG,MAERSK LINE A/S,9149304,21,45156000,Belgica,30.0510006,1997,2400 - 2699 TEU,18.62833676
1405,1997-09-24,18595,China Shipbuilding - Keelung,DALEX SHIPPING CO SA,ORIENT OVERSEAS CONTAINER LINE,9138159,18.20000076,30000000,Kuo Hung,27.29999924,1997,1200 - 1599 TEU,18.6255989
1645,1997-09-25,21470,Hanjin HI Co Ltd - Busan,SEACON SHIPS MANAGEMENT CO-HKG,BOON TAT INC,9155016,19,,X-Press Karnaphuli,27.20000076,1997,1600 - 1799 TEU,18.62286105
4082,1997-09-25,59840,IHI - Kure,MOLLER AP,MAERSK LINE A/S,9143037,24,70000000,Sea-Land Lightning,32.20000076,1997,4000 - 5399 TEU,18.62286105
1060,1997-09-26,15213,Hakata,FESCO,FESCO,9168233,19.5,,Fesco Trader,25,1997,900 - 1199 TEU,18.6201232
1164,1997-09-26,15477,China Shipbuilding - Kaohsiung,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9143350,18.70000076,25000000,Uni-Angel,27.10000038,1997,900 - 1199 TEU,18.6201232
1560,1997-09-29,24341,Imabari Shbldg - Marugame,TEMAS LINE,TEMAS LINE,9159866,19.10000038,30000000,L Amanda,27.60000038,1997,1200 - 1599 TEU,18.61190965
2181,1997-09-30,24799,Hyundai Heavy Inds - Ulsan,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9149847,21.5,,Hyundai Future,30.20000076,1997,1800 - 2399 TEU,18.6091718
2808,1997-09-30,40100,Hyundai Heavy Inds - Ulsan,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9155107,22,,MSC Maria Pia,32.25,1997,2700 - 2899 TEU,18.6091718
100,1997-10-01,1800,Yamanaka,MARUSAN KAIUN KK,RPTD SOLD UNDISCLOSED INTEREST,9183893,16.39999962,,Na Ha,13.80000019,1997,0 - 899 TEU,18.60643395
977,1997-10-01,13988,Barreras,PACIFIC & ATLANTIC CORP,CMA CGM SA THE FRENCH LINE,9130327,17.39999962,,Bfp Galaxy,23,1997,900 - 1199 TEU,18.60643395
1122,1997-10-01,16727,Peene-Werft GmbH,CONTAINER LEASING A/S,MESICA APS,9157131,18.5,,Cs Setubal,24.70000076,1997,900 - 1199 TEU,18.60643395
2478,1997-10-02,33976,Volkswerft Stralsund GmbH,SCHEPERS GMBH,MAERSK LINE A/S,9153381,21,,Michaela S,29.79999924,1997,2400 - 2699 TEU,18.6036961
1164,1997-10-06,15477,China Shipbuilding - Kaohsiung,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9143362,18.70000076,25000000,Uni-Arise,27.10000038,1997,900 - 1199 TEU,18.5927447
1550,1997-10-06,24637,Kanasashi - Toyohashi,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9157399,19,,Kota Wajar,27.60000038,1997,1200 - 1599 TEU,18.5927447
698,1997-10-10,8350,Hegemann Berne,NEGROS NAVIGATION CO INC,NEGROS NAVIGATION CO INC,9162095,17,,San Pedro Calungsod,19.39999962,1997,0 - 899 TEU,18.58179329
4113,1997-10-10,49225,Daewoo Heavy Industries Ltd,SAMMY OFER GROUP MONACO SOGM,SHANGHAI ZHONGGU XINLIANG SHPG,9157648,23.70000076,,Ym Hamburg,32.20000076,1997,4000 - 5399 TEU,18.58179329
1157,1997-10-11,17221,Shin Kochi,INTEROCEAN SHIPPING CO-HK,NYK LINE,9151412,18,,Settsu,25,1997,900 - 1199 TEU,18.57905544
1510,1997-10-11,24166,Shin Kurushima Onishi,CINDA FINANCIAL LEASING CO LTD,QUANZHOU ANSHENG SHPG CO LTD,9143116,19.39999962,30000000,Ren Jian 5,28,1997,1200 - 1599 TEU,18.57905544
1645,1997-10-13,21519,Hanjin HI Co Ltd - Ulsan,,SEA CONSORTIUM PTE LTD,9148647,19,30000000,Soul Of Luck,27.20000076,1997,1600 - 1799 TEU,18.57357974
2181,1997-10-14,24766,Hyundai Heavy Inds - Ulsan,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9149859,23.10000038,,Hyundai Advance,30.20000076,1997,1800 - 2399 TEU,18.57084189
560,1997-10-15,8911,Watanabe Zosen KK - Imabari,MITSUHAMA KISEN KK,NYK LINE,9168532,15.80000019,,ACX Satsuma,18.5,1997,0 - 899 TEU,18.56810404
1164,1997-10-15,15511,Evergreen Heavy Industrial,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9130535,18.70000076,,Uni-Accord,27.29999924,1997,900 - 1199 TEU,18.56810404
4545,1997-10-15,63523,Hyundai Heavy Inds - Ulsan,TIANJIN HEBEI SHIPPING CO LTD,TIANJIN HEBEI SHIPPING CO LTD,9141285,23,64800000,Xin De Tian Jin,32.20000076,1997,4000 - 5399 TEU,18.56810404
802,1997-10-17,10478,Jurong Shipyard Ltd,MERATUS LINE PT,MERATUS LINE PT,9155511,16.5,,Meratus Kupang,23.04999924,1997,0 - 899 TEU,18.56262834
2468,1997-10-17,34015,Kvaerner Warnow Werft GmbH,KONIG & CIE GMBH & CO KG,OSM SHIPPING GMBH & CO KG,9149316,21,45156000,RT Aegir,30.07999992,1997,2400 - 2699 TEU,18.56262834
3961,1997-10-17,49307,Daewoo Heavy Industries Ltd,GEBAB KONZEPTIONS-UND,MSC MEDITERRANEAN SHIPPING CO,9150200,22,,Buxstar,32.20000076,1997,2900 - 3999 TEU,18.56262834
1177,1997-10-23,17732,Imabari Shbldg - Imabari,ASIATIC LLOYD SHIPPING PTE LTD,NYK LINE,9153070,18,,Sumire,26,1997,900 - 1199 TEU,18.54620123
1613,1997-10-25,24386,Shin Kurushima Onishi,KANWAY LINE CO LTD,SAMUDERA SHIPPING LINE LTD,9163441,20,,Kanway Galaxy,28,1997,1600 - 1799 TEU,18.54072553
737,1997-10-29,11064,Malaysia Shipyard & Eng,GEMADEPT CORP,TVL MARINE CO LTD,9150858,17,20000000,Pacific Gloria,22.70000076,1997,0 - 899 TEU,18.52977413
2959,1997-10-31,34705,Hyundai Heavy Inds - Ulsan,HAMMONIA REEDEREI GMBH,HAMMONIA REEDEREI GMBH,9151527,21,42000000,Hammonia Thracium,32.25,1997,2900 - 3999 TEU,18.52429843
6214,1997-10-31,81819,IHI - Kure,EASTERN PACIFIC SHIPPING PTE,EASTERN PACIFIC SHIPPING PTE,9162485,23,,Lesotho,40,1997,5400+ TEU,18.52429843
3429,1997-11-01,45850,HDW AG - Kiel - GEU,ZIM INTEGRATED SHIPPING,SHANGHAI ZHONGGU XINLIANG SHPG,9139921,21.70000076,60000000,Zim China,32.29000092,1997,2900 - 3999 TEU,18.52156057
4824,1997-11-01,62242,Hyundai Heavy Inds - Ulsan,MOLLER AP,MAERSK LINE A/S,9155119,24.20000076,,Maersk Georgia,32.29999924,1997,4000 - 5399 TEU,18.52156057
5618,1997-11-01,69285,Kawasaki HI - Sakaide - earl,COSCO,COSCON,9120798,24.5,83000000,Chuanhe,39.90000153,1997,5400+ TEU,18.52156057
2474,1997-11-04,33976,Volkswerft Stralsund GmbH,SCHEPERS H BEREEDERUNGS GMBH,MAERSK LINE A/S,9153393,21,,Kerstin S,29.79999924,1997,2400 - 2699 TEU,18.51334702
4211,1997-11-06,55604,Mitsubishi Kobe,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9134244,25,,Ever Decent,32.22000122,1997,4000 - 5399 TEU,18.50787132
700,1997-11-07,7221,Sietas Kg,KNUPPEL SCHIFFAHRTS-GMBH & CO,COSCO,9138355,16.5,,K-River,18.45000076,1997,0 - 899 TEU,18.50513347
1162,1997-11-10,14155,Szczecinska Stocznia SA,BLUE BY SEVEN SHIPPING CO INC,FUTURE TREND NAUTICAL LLC,9126871,17,21000000,Noble Breeze,22.60000038,1997,900 - 1199 TEU,18.49691992
1439,1997-11-10,18581,China Shipbuilding - Keelung,ICON INVESTMENTS,FAR SHIPPING LINES PTE LTD,9138161,18.20000076,30000000,Aegean Express,27.29999924,1997,1200 - 1599 TEU,18.49691992
1560,1997-11-10,24336,Imabari Shbldg - Marugame,,RPTD SOLD CHINA,9159878,19.10000038,30000000,Leo Authority,27.60000038,1997,1200 - 1599 TEU,18.49691992
977,1997-11-15,13059,Sietas Kg,STEFAN PATJENS REEDEREI GMBH,STEFAN PATJENS REEDEREI GMBH,9162667,19,,Leonie P,24.14999962,1997,900 - 1199 TEU,18.48323066
2006,1997-11-17,30637,Gdynia Stocznia SA,CHINA GOVT,HONGYUAN MARINE CO LTD,9137703,19.79999924,,Hong Yuan 02,30.34000015,1997,1800 - 2399 TEU,18.47775496
1684,1997-11-18,22420,Szczecinska Stocznia SA,CONBULK SHIPPING SA,CONBULK SHIPPING SA,9134684,19,,Shasta,25.29999924,1997,1600 - 1799 TEU,18.47501711
375,1997-11-20,5003,Viana Do Castelo,GROUP ETE,TRANSINSULAR,9150470,15,,Lagoa,16.5,1997,0 - 899 TEU,18.46954141
653,1997-11-20,10320,Hanjin HI Co Ltd - Busan,GLOBAL SKIPSHOLDING 2 AS,HEUNG-A SHIPPING CO LTD,9146297,17.65999985,,Heung-A Jakarta,20.5,1997,0 - 899 TEU,18.46954141
1550,1997-11-21,24636,Kanasashi - Toyohashi,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9157404,19,,Kota Waris,27.60000038,1997,1200 - 1599 TEU,18.46680356
2061,1997-11-21,30188,Flender,,D'AMICO DRY LTD,9141792,19,,Cielo Di Rabat,29.94000053,1997,1800 - 2399 TEU,18.46680356
2468,1997-11-21,34083,Daewoo Heavy Industries Ltd,HIGH YIELD SHIPPING AS,MSC MEDITERRANEAN SHIPPING CO,9154191,21,,Conti Bilbao,29.79999924,1997,2400 - 2699 TEU,18.46680356
